custom_id,url,asin,brand,modelno,category1,pcategory1,category2,pcategory2,title,listprice,price,prodfeatures,techdetails,proddescrshort,proddescrlong,dimensions,imageurl,itemweight,shipweight,orig_prodfeatures,orig_techdetails
60,http://www.amazon.com/Nikon-35mm-AF-S-Digital-Cameras/dp/B0042X9LB0/,B0042X9LB0,Nikon,AF-S 35mm,Camera Lenses,Lenses,,,Nikon 35mm f 1.4G AF-S FX SWM Nikkor Lens for Nikon Digital SLR Cameras,1799.00,,,FX-format ultra-fast classic wide-angle lens Nano Crystal Coat Optimized for edge to edge sharpness on both FX and DX-format D-SLRs Aspherical Lens Element Rear Focus RF,,Lens Sample  The new AF-S NIKKOR 35mm f 1.4G is an update of one of Nikon s most respected and popular NIKKOR lenses and combines a natural yet versatile 35mm perspective with an ultra-fast f 1.4 aperture. The f 1.4 maximum aperture allows photographers to shoot handheld in low light and provides dramatic separation between subject and a softened background particularly useful when shooting environmental portraits weddings architecture travel and photo journalism. This great addition to the NIKKOR line-up is an ideal for shooting high quality still photographs or video capture using Nikon s D-Movie feature.                   Sample photo taken with the Nikkor 35mm f 1.4G AF-S FX SWM lens.           FX-format ultra-fast classic wide-angle lens    Update of one of Nikon s most respected NIKKOR lenses suitable for landscapes night scenes interiors weddings photojournalism and astrophotography.    Nano Crystal Coat    Use of Nano Crystal Coat further reduces ghosting and interior flare across a wide range of wavelengths for even greater image clarity.   Optimized for edge to edge sharpness on both FX and   DX-format D-SLRs   DX-format D-SLR the angle of view is equivalent to a focal length of 52.5mm in FX 35mm format.     Aspherical Lens Element   Aspherical lens element virtually eliminates coma and other types of aberration even when shooting at the widest available aperture.     Rear Focus RF Provides smooth and fast autofocus while eliminating front barrel rotation and lens length changes.      M A Focus Mode Switch   Enables quick changes between manual and autofocus operation now enhanced with a refined MF driving mechanism to reduces focus time lag and improve ease of use in M A mode     Exclusive Nikon Silent Wave Motor SWM Enables fast accurate and quiet autofocus.     Nikon Super Integrated Coating SIC Enhances light transmission efficiency and offers superior color consistency and reduced flare      Rounded 9-Blade Diaphragm   Renders a more natural appearance to out-of-focus image elements.                        Exclusive Nikon Silent Wave Motor SWM Enables fast accurate and quiet autofocus.    M A Focus Mode Switch   Enables quick changes between manual and autofocus operation.    Internal Focus IF Provides fast and quiet autofocus without changing the length of the lens retaining working distance throughout the focus range.    Nikon Super Integrated Coating SIC Enhances light transmission efficiency and offers superior color consistency and reduced flare.    Zoom Lock Switch   Secures the lens barrel at its minimum focal length preventing the lens from extending during transport.   Focus to 18 inches at any focal length   Extends versatility.    Rounded 9-Blade Diaphragm   Renders more natural appearance of out-of-focus image areas.                   MTF Chart,8.3 x 5.1 x 4.9 inches,http://ecx.images-amazon.com/images/I/51GPoAwKBML._SL500_AA300_.jpg,1.3 pounds,3 pounds,,"<ul><li>FX-format, ultra-fast classic wide-angle lens</li> <li>Nano Crystal Coat</li> <li>Optimized for edge to edge sharpness on both FX and DX-format D-SLRs</li> <li>Aspherical Lens Element</li> <li>Rear Focus (RF)</li> </ul>"
61,http://www.amazon.com/Nextware-Jellybean-Case-iPod-Touch/dp/B004CRSJYQ/,B004CRSJYQ,Nextware,JELLYBEE-BL,Cases,MP3 Player Accessories,,,Nextware Jellybean Case for iPod Touch 4G Blue,24.95,18.54,,Smart custom fit for iPod touch 4G protection Lightweight soft Jellybean polymer plastic construction Soft touch easy grip case Includes a Premium Screen Protector,,Lightweight Jellybean soft polymer case combines durability of plastic shell with flexibility to achieve the smartest smug fit for your iPod touch 4G. Injection molded case not only provides the best protection against accidental drops but also any scratches and dust. Smudge resistant high gloss coating keeps your iPod touch looking new. Case comes with a premium full screen protector.,6.8 x 4.2 x 0.8 inches,http://ecx.images-amazon.com/images/I/41v7tFPKGCL._SL500_AA300_.jpg,3.2 ounces,1 pounds,,<ul><li>Smart custom fit for iPod touch 4G protection</li> <li>Lightweight soft Jellybean polymer plastic construction</li> <li>Soft touch easy grip case</li> <li>Includes a Premium Screen Protector</li> </ul>
62,http://www.amazon.com/LG-50PJ350-50-Inch-720p-Plasma/dp/B0037LMC0A/,B0037LMC0A,LG,50PJ350,TVs,Televisions,,,LG 50PJ350 50-Inch 720p Plasma HDTV,,,,600Hz Sub Field Driving High Definition Resolution 3M 1 Dynamic Contrast Ratio TruSlim Frame Picture Wizard II,Get beautiful HD and the superior plasma contrast you re looking for with the PJ350. If you think plasma means a bulky frame or power inefficiency take a second look with the PJ350. It has a TruSlim Frame that makes for a sleek design and its Intelligent Sensor technology and Smart Energy Savings makes sure it s using only the energy it needs.,If you think plasma means a bulky frame or power inefficiency take a second look at the 50-inch LG 50PJ350 720p Plasma HDTV which features a TruSlim Frame that helps trim away distraction without compromising screen size. Other features include 600Hz Sub Field Driving for elimination of motion blur a mega contrast ratio of 3 000 000 1 stereo speakers with 20 watts of power and Dolby Digital decoding three HDMI ports and the capability to play MP3 audio files and JPEG photo slideshows from a USB drive.     Key Features        3 000 000 1 Dynamic Contrast Ratio  No more worrying about dark scenes or dull colors. The dynamic contrast ratio of 3 000 000 1 delivers more stunning colors and deeper blacks than you can imagine.           600Hz Sub Field Driving   Tired of streaky action or unclear plays during the game See sports fast action and video games like never before. The 600Hz refresh rate virtually eliminates motion blur.             AV Mode   Sports movies and video games are best enjoyed with customized settings. With AV Mode you can easily select from one of three picture modes for Cinema Sports or Games to enjoy an optimized picture and sound experience.           Picture Wizard   Get easy self-calibration with on-screen reference points for key picture quality elements such as black level color tint sharpness and backlight levels. Take the guesswork out of picture adjustments with this simple-to-use feature. It s not actually magic but it will sure seem that way.             Dual XD Engines for Superior video  This Plasma HDTV combines two of LG s exclusive XD Engines to maximize picture quality for any type of video content. By combining XD Engine processors panel performance is optimized ensuring higher color accuracy and more realistic images..       Intelligent Sensor   Don t strain your eyes. Let your TV do the adjustments for you. Intelligent Sensor automatically optimizes the picture to the lighting and color conditions in the room for a more enjoyable viewing experience.         24P Real Cinema   Stay in for the theater. Enjoy a true cinema-like experience in your own home with movies the way they are meant to be seen. LG s Real Cinema technology precisely displays 24p source frames on your screen the same as on a movie screen. If you love movies you ll love Real Cinema.       ISFccc Calibration Ready   LG s ISFccc Ready HDTVs contain the detailed standards necessary for professional calibration of brightness contrast tint sharpness color levels and much more to meet local lighting conditions for both day and nighttime viewing. Settings are added to preset modes for easy access from your LG remote.         Clear Voice II   Get audio the way it was meant to be heard. Clear Voice II enhances and amplifies the frequency range of the human voice to help keep dialogue audible when background noise swells.     Infinite Sound   What s a great picture without great sounds to match Infinite Sound delivers an amazing listening experience with deep rich bass to make the most of your entertainment.        Dolby Digital   Dolby Digital lets you experience compelling 5.1-channel surround sound. And you can trust that you ll get the same great Dolby Digital audio quality no matter what you re watching--a DVD or Blu-Ray Disc TV programming or downloaded content. Best of all you can be confident that you ll hear the audio exactly as it was intended because Dolby Digital is also used to create the soundtracks for movies and games.         USB 2.0   Now reliving that fantastic family vacation can happen in the comfort of your living room. Easily connect your external USB devices to enjoy JPEG photos or listen to MP3 files.       HDMI V.1.3 with Deep Color   Make installation of any enabled device a snap. Get 10.2Gbps of bandwidth for deeper colors and more to take advantage of the best Full HD experience. HDMI V.1.3 connectivity lets you prepare yourself for tomorrow s technology today.         SimpLink   Having a hard time keeping track of your remotes With SimpLink all your LG devices can be controlled with just one remote.       Smart Energy Saving   With LG s Smart Energy Saving Features you can conserve money and energy.      Key Specifications         Screen size 50-inch class 50 inches diagonal Resolution 1365 x 768 720p HD Dynamic contrast ratio 3 000 000 1    Brightness 1500 cd m2 candela per square meter 600Hz Sub Field Driving Yes    Built-in tuner ATSC NTSC Clear QAM    Audio output 20 watts 10W x 2 Speaker system 2-way 4 speakers    Dolby Digital decoder Yes    Surround system Infinite Sound    Input labeling Yes    Swivel stand  20 degrees    VESA compliance 400mm x 400mm    Warranty 1 year parts and labor 2 years on the panel      Connections      HDMI version 1.3 HDCP 2 rear 1 side    Component 2 rear    Composite A V 1 rear 1 side    RF 1 rear    PC input 15-pin D-Sub 1 rear    PC audio input 1 rear    Digital audio output 1 optical rear    USB 1 side    RS-232c input 1 rear           Dimensions     TV without stand 46.1 x 28.4 x 2.2 inches WxHxD 60.8 pounds   TV with stand 46.1 x 30.8 x 12.2 inches WxHxD 66.1 pounds    What size TV should you get LG 2010 HDTV Comparison        Series LD350         LD450         LD520         LD550         LD650         LE5300         LE5400         LE8500         LX6500         PJ350         PK550         PK750           Models 22-inch   26-inch   32-inch           32-inch   37-inch   42-inch   47-inch           32-inch   42-inch   47-inch   55-inch           32-inch   42-inch   46-inch   52-inch           47-inch   55-inch           22-inch   26-inch   32-inch   37-inch           32-inch   42-inch   47-inch   55-inch           47-inch   55-inch           47-inch   55-inch           42-inch   50-inch           50-inch   60-inch           50-inch   60-inch            Panel type        LCD       LCD       LCD       LCD       LCD       LED LCD       LED LCD       LED LCD       3D LED       Plasma       Plasma       Plasma          LED Local Dimming        --       --       --       --       --       --       --                       --       --       --          3D Ready        --       --       --       --       --       --       --       --               --       --       --          Resolution        720p       1080p       1080p       1080p       1080p       1080p       1080p       1080p       1080p       720p       1080p       1080p          Contrast ratio        50k 1 dynamic       100k 1 dynamic       100k 1 dynamic       150k 1 dynamic       200k 1 dynamic       3mil 1 dynamic       4mil 1 dynamic       9mil 1 dynamic       8mil 1 dynamic       3mil 1 dynamic       3mil 1 dynamic       3mil 1 dynamic          Refresh rate        60Hz       60Hz       120Hz       120Hz       240Hz       60Hz       120Hz       120Hz       240Hz       600Hz       600Hz       600Hz          Response time        5ms       4ms       2.4       2.4       2       2.4ms       2.6ms       1ms       2ms       --       --       --          Netcast Entertainment        --       --       --                       --                               --       --                  HDMI input        2       2       3       4       4       4       4       4       4       3       3       4          Component input Y PB PR 1       1       1       2       2       2       3       3       3       2       2       2          Composite input        1       2       2       2       2       2       2       2       2       2       2       2          PC input                                                                                                           USB port        1       1       1       2       2       1       2       2       2       1       1       2          MP3 and JPEG  playback       --                                                                                                  DivX video  playback       --       --       --                                                       --       --                  Ethernet        --       --       --                       --                               --       --                  Wireless 1080p Ready        --       --       --                       --                               --       --                  Energy Star        --       --       --       --       --                                       --       --       --          Series LD350 LCD         LD450 LCD         LD520 LCD         LD550 LCD         LD650 LCD         LE5300 LED         LE5400 LED         LE8500 LED         LX6500 3D LED         PJ350 Plasma         PK550 Plasma         PK750 Plasma           Learn More       Which Size HDTV is Right for My Room With standard-definition TVs the rule used to be that viewers would feel comfortable watching a set from a distance of 3 to 6 times the screen size in inches. With HDTV the resolution is so much better that you can sit closer to a larger TV without noticing the pixels. So with HDTVs the rule tends to be you can sit anywhere from 1.5 to 3 times the screen size in inches for the best experience.   If you know the size of the room you have already where you want to sit and where your new HDTV should go once you get it you can figure out the size HDTV you should get.    Minimum size Viewing distance 3   Maximum size Viewing distance 1.5,46.1 x 28.4 x 2.2 inches,http://ecx.images-amazon.com/images/I/41-Z5AgSrSL._SL500_AA300_.jpg,60.8 pounds,77 pounds,,<ul><li>600Hz Sub Field Driving</li> <li>High Definition Resolution</li> <li>3M:1 Dynamic Contrast Ratio</li> <li>TruSlim Frame</li> <li>Picture Wizard II</li> </ul>
63,http://www.amazon.com/LAPGEAR-46017-CHILL-CASE-17/dp/B005BZR25U/,B005BZR25U,LAPGEAR,,Cables Interconnects,Computer Accessories,,,LAPGEAR 46017 CHILL CASE 17,,,,,,COMBINES A NOTEBOOK CARRYING CASE WITH A USB POWERED COOLING PLATFORMACCESSORY POCKET FEATURES FULL WORK STATION STORAGEREMOVABLE ZIPPERED TOP LIDPROVIDES COMFORT 7 PROTECTION FOR LAPINTEGRATED USB POWERED FAN TSA CHECKPOINT FRIENDLYFITS NOTEBOOKS UP TO 17UPC 052162460178Shipping Dimensions 17.00in X 12.25in X 2.50inEstimated Shipping Weight 3.1363,,http://ecx.images-amazon.com/images/I/31JB5AxQ8QL._SL500_AA300_.jpg,6.9 pounds,6.9 pounds,,
64,http://www.amazon.com/Kodak-Mini-Video-Camera-Card/dp/B003WOLOM4/,B003WOLOM4,Kodak,8398513,Camcorders,Camera Photo,Camcorders,Underwater Photography,Kodak Mini Video Camera with SD Card Red,99.00,62.50,,One Touch Video and Audio Recording Auto Focus Simple Button Layout Expandable Flash Memory 2 GB Micro SD Memory Card included Built-in Battery Charger,,Did that just happen Some moments in life need an instant replay button. With the Kodak Mini Video Camera you ve got one with you wherever you go. This itty-bitty video camera easily slides into a pocket--even your skinny jeans. With one touch the Kodak Mini captures all the highlights and the pop-out USB arm makes it seriously simple to share the fun on Facebook and YouTube sites.                                   Plus it s built to withstand your craziest days--from a fumble in the rain to a trip to the bottom of your bag. The Mini is ready when you are--so the next time you hear  Did that just happen you can show the instant replay. The real Kodak Moment happens when you share.    Kodak Mini Highlights     Itty-bitty size. Big video fun.     The size of a credit card this ultra-thin lightweight video camera can go anywhere    Take it where life takes you so you can capture all the fun    The Mini s sleek design lets you slip it into any pocket or purse     Capture your craziest days with no worries    Dive into the fun--its waterproof design helps protect it should things get a bit wet and wild--rain snow or even in the pool    Accidents happen and luckily the Mini isn t afraid of a little fall--it s built to take it                                   Make a scene wherever you go    No cables to worry about just pop out the USB arm to upload share and charge    Share on Facebook and YouTube sites with ease--built-in software and USB arm make editing uploading and sending e-mail simple    Replay your videos instantly with the vivid high-contrast 1.8 in. color LCD    See more details and accurate colors with enhanced low-light performance     What you get. And how you use it.                                  Capture more moments thanks to the rechargeable Li-Polymer battery with in-camera charging    It doesn t matter if you own a MAC or a PC--the Kodak Mini is compatible with both    There s always room for more--record hours of video with expandable card slot and included 2 GB MICROSD card     Be creative with great video software                                  Cut and trim videos    Transform video frames into amazing photos    Add effects to your movies black-and-white sepia old movie fisheye exposure sketch sharpen negative water color and mute audio What s in the box    Kodak Mini Video Camera    2 GB MICROSD Memory Card    User Guide    ARCSOFT MEDIA IMPRESSION SE Software for Kodak stored in camera memory for PC only,3.5 x 2.3 x 0.6 inches,"http://ecx.images-amazon.com/images/I/41aI9Lz0sYL._AA300_PIbundle-1,TopRight,0,0AA300_SH20_.jpg",2.6 ounces,1 pounds,,<ul><li>One Touch Video and Audio Recording</li> <li>Auto Focus</li> <li>Simple Button Layout</li> <li>Expandable Flash Memory (2 GB Micro SD Memory Card included)</li> <li>Built-in Battery Charger</li> </ul>
65,http://www.amazon.com/Inland-ProHT-7-Inch-Tablet-02252/dp/B004XVN3ME/,B004XVN3ME,Inland,02252,Cases Sleeves,Touch Screen Tablet Accessories,,,Inland ProHT EVA 7-Inch Tablet Case 02252,19.99,10.88,,Includes a mesh pocket inside for business accessories and your personal effects Elastic belt inside makes your device fixed well Provides full protection from scratches and bumps,,This case fits most 7 tablets. It is made of durable EVA wrapped with nylon,7.4 x 5.5 x 0.8 inches,http://ecx.images-amazon.com/images/I/41lD0B3ui3L._SL500_AA300_.jpg,8 ounces,1 pounds,,<ul><li>Includes a mesh pocket inside for business accessories and your personal effects</li> <li>Elastic belt inside makes your device fixed well</li> <li>Provides full protection from scratches and bumps</li> </ul>
66,http://www.amazon.com/HP-ED495AA-Watt-Smart-Adapter/dp/B000EYPO7Q/,B000EYPO7Q,HP,ED495AA#ABA,Chargers Adapters,Laptop Netbook Computer Accessories,,,HP ED495AA 90 Watt Smart AC Adapter,72.54,18.99,,.,,Hewlett Packard 90 Watt Smart AC Adapter for Notebooks ED495AA ABA Camera Power Adapters,9.5 x 8.8 x 2.2 inches,http://ecx.images-amazon.com/images/I/41%2B3eQ9TLuL._SL500_AA300_.jpg,13.8 ounces,2 pounds,,<ul><li>.</li> </ul>
67,http://www.amazon.com/Garmin-Widescreen-Bluetooth-Portable-Navigator/dp/B004HW67MW/,B004HW67MW,Garmin,010-00897-01,Portable Vehicle GPS,Vehicle GPS,,,Garmin dezl 560LMT 5-Inch Widescreen Bluetooth Portable Trucking GPS Navigator with Lifetime Map Traffic Updates,529.99,440.00,,Large 5 color touchscreen. Specialized truck routing supports commercial class 8 rating. Lane assist with junction view. Incorporates locations in the NTTS breakdown directory. Lifetime maps and traffic included.,Garmin d zl 560LMT Automobile Portable GPS Navigator 010-00897-01 691,Hit the open road with the d zl 560LMT--Garmin s advanced navigator for the trucking industry. Designed with truckers in mind the 560LMT has a large 5-inch display extra loud speakers and external video input for backup cameras. Garmin has also expanded the feature list to include trucking speed limits truck-specific route highlighting and trucking points of interest POIs . And truck drivers aren t the only type of drivers that will like the 560LMT--RV drivers will appreciate the ability to setup an RV profile and calculate routes based on height weight and length restrictions.             Hit the open road with Garmin s advanced navigator for the trucking industry.  Click to enlarge.           Made for Life Over the Road    Track and Report Your Trips   With your d zl 560LMT logging and retaining trip information has never been easier. You record fuel usage and the 560LMT automatically records state mileage for IFTA fuel logging. Easily log your hours of service and driving status and the 560LMT tracks your hours and automatically warns you of HOS violations. Conveniently export all logs for improved reporting and tracking of each trip.    See More   With a 5-inch 12.7 cm high-resolution touchscreen display d zl 560LMT provides a wealth of information in great detail. Clearly follow your highlighted truck-specific route on the trucking map U.S. only and view trucking violations and warnings. d zl 560LMT also comes standard with Lane Assist with Junction View which provides photo-realistic views of upcoming junctions to guide you to the right lane at the right time--especially helpful when navigating complex highway interchanges.    Navigate With Confidence   d zl 560LMT combines National Truck and Trailer Services NTTS Breakdown Directory POIs with Navteq trucking POIs to provide you the most comprehensive trucking-specific POI list. Garmin s exit services let you search roadway exits for truck stops food lodging rest areas and weigh stations so you re never left guessing what s around the bend. Once you find a truck stop see a list of services offered at that location such as WiFi showers and truck scales.          Easily log your hours of service and driving status.               With a 5  12.7 cm high-resolution touchscreen display d zl 560LMT provides a wealth of information in great detail.           Includes Free Lifetime Map and Traffic Updates   With free Lifetime Map and Traffic updates you always have the most up-to-date maps points of interest and navigation information available at your fingertips. Traffic information is updated constantly and map updates are available for download up to 4 times a year. Both features are ready to go right out of the box with no subscription or update fees and no expiration dates.    Experience n Route Technology with trafficTrends and myTrends   d zl 560LMT includes n Route technology with trafficTrends historical traffic and myTrends predictive routing. With trafficTrends your d zl 560LMT automatically learns daytime trends for traffic flow to improve your routes and better predict your estimated time of arrival based on time of day and day of week. With myTrends when you save your regular destinations in your Favorites your d zl 560LMT will over time begin to figure out where you re going even without your telling it It provides time of arrival and relevant traffic information. So whether you re driving to and from work or a regularly scheduled weekly event your d zl 560LMT will help you get there on time. No subscription or additional cost required.    Know The Way   With detailed maps providing turn-by-turn directions that speak street names d zl 560LMT provides specialized routing to support truck-related restrictions in both the U.S. and Canada customizable by height weight length width and hazardous materials . Simply enter dimensions and load restrictions and d zl 560LMT guides you according to your requirements. The onboard Trip Planner lets you create multiple-stop routes and plan and save future trips.    Drive Safe   The road is no place for surprises and d zl 560LMT keeps you informed of upcoming road conditions such as sharp curves and high winds and restrictions including no trailer or hazardous materials. A grade data field that appears on the map enables drivers to anticipate descents and ascents and shift accordingly. Trucking speed limits appear if they are lower than the posted automotive speed limit and you have the ability to correct the speed limit on your 560LMT so you have the most accurate data at all times.    Make Hands-free Calls   For hands-free calling d zl 560LMT integrates Bluetooth wireless technology with a built-in microphone and speaker. Just pair it with your compatible Bluetooth phone and talk hands-free through the 560LMT while staying focused on the road. Simply dial numbers with d zl s touchscreen keypad to make a call. To answer calls just tap the screen and speak into its built-in microphone. Enjoy convenient one-touch dialing for contacts and points of interest.   What s in the Box   Garmin d zl 560LMT Preloaded City Navigator NT for North America Lifetime Maps and Traffic and Preloaded NTTS Breakdown Directory FM Traffic Receiver 12 24 Volt Power Cable Portable Friction Mount micro-USB Cable Quick Start Manual  Compare all Garmin Trucking GPS    Click the button below to compare by series user type and features.             Visit Garmin.com at   https www8.garmin.com support download.jsp   to get the  latest firmware updates  for your n vi to keep it current and performing at its best.,6.4 x 6.4 x 3.3 inches,http://ecx.images-amazon.com/images/I/51%2B49APjTWL._AA300_.jpg,3 pounds,3 pounds,,"<ul><li>Large 5"" color touchscreen.</li> <li>Specialized truck routing supports commercial class 8 rating.</li> <li>Lane assist with junction view.</li> <li>Incorporates locations in the NTTS breakdown directory.</li> <li>Lifetime maps and traffic included.</li> </ul>"
68,http://www.amazon.com/Garmin-4-3-Inch-Widescreen-Portable-Navigator/dp/B001U0O7SA/,B001U0O7SA,Garmin,010-00782-20,Portable Vehicle GPS,Vehicle GPS,,,Garmin n vi 1350 Series 4.3-Inch Widescreen Portable GPS Navigator,299.99,132.57,,Widescreen ultra-slim GPS design with 4.3-inch WQVGA touchscreen display Pre-loaded with City Navigtor NT maps for North America including more than 6 million name-searchable points of interest Pedestrian navigation capability enabled through optional CityXplorer maps Public transit mode allows you to navigate using buses tramway metro and suburban rail systems Turn-by-turn directions with spoken street names,The Nuvi 1350 4.3 Ultra Thin GPS Navigator features a widescreen ultraslim design approximately 25 thinner than previous models enhanced user interface ecoRoute public transit mode and text-to-speech. The n vi 1350 offers pedestrian navigation capability enabled through optional CityXplorer maps. CityXplorer maps are available for select tourist destinations in North America and Europe and can easily be downloaded directly to the n vi. The nuvi s enhanced user interface features improved graphics and a new slide control for menu operation while ecoRoute suggests fuel-efficient routes to save drivers money and fuel. Also Garmin s new public transit mode allows you to navigate using buses tramway metro and suburban rail systems. Map data is provided by NAVTEQ a world leader in premium-quality mapping ecoRoute - Drivers can view suggestions for fuel-efficient navigation conserving both money and fuel Speed limit indicator - unit displays speed limits for most major roads Public transit - Navigate using buses tramway metro and suburban rail systems with optional CityXplorer content. Available for download at garmin website Where Am I feature - Find the closest hospitals police stations gas stations nearest address intersection and coordinates Bright 4.3 diagonal color display 480 x 272 pixels WQVGA TFT display with white backlight Trip computer records mileage max speed total time and more Built-in travel kit includes features such as picture viewer world clock currency and measurement converters and calculator MicroSD memory card expansion slot Offers a 3-D mapping perspective or 2-D overhead view Unit dimensions - 4.8W x 2.9H x 0.6D Weight - 5.7 ounces Built-in lithium-ion battery - Lasts up to four hours depending on usage Includes sturdy suction cup mount that allows for easy adjustment and quick release POI loader program - Set up proximity alerts for sc,The widescreen n vi 1350 redefines portable affordable navigation. This thin GPS has preloaded maps for North America announces streets by name guides you to the proper lane for navigation offers pedestrian navigation options and calculates a more fuel-efficient route with ecoRoute .             Just over a half-inch thick with a 4.3-inch widescreen display.  Click to enlarge.                   Garmin greets you with two simple questions  Where to and View Map. This screen is central to every navigation function and route-planning tool. Simply plug and play.  Click to enlarge.                   Lane assist guides you to the correct lane for an approaching turn or exit making unfamiliar intersections and exits easy to navigate.  Click to enlarge.                           Know the Lane Before It s Too Late  No more guessing which lane you need to be in to make an upcoming turn. Lane Assist guides you to the correct lane for an approaching turn or exit making unfamiliar intersections and exits easy to navigate.              An ultra-thin GPS navigator with great Garmin features like CityXplorer and ecoRoute.  Click to enlarge.            Navigate City Transit   With its enhanced pedestrian navigation capabilities n vi 1350 is the perfect travel companion for getting around town. Download optional cityXplorer content to help you navigate city public transit. Know where to walk where to catch the bus subway tram or other transportation and how long it will take to get there. n vi 1350 easily fits in your pocket or purse. cityXplorer maps are available for select cities throughout North America and Europe. And with prices as low as 9.99 you ll have money left over to spend in the big city.   See More   With n vi 1350 s widescreen display you ll always get the big picture. View map detail driving directions photos and more in bright brilliant color. Its sunlight-readable 4.3  10.92 cm display is easy to read from any direction.   Get Turn-by-Turn Directions   n vi 1350 s intuitive interface greets you with two simple questions  Where To and View Map. Touch the color screen to easily look up addresses and services and get voice-prompted turn-by-turn directions that speak street names to your destination. It comes preloaded with detailed City Navigator NT street maps nearly 6 million points of interest POIs 2-D or 3-D maps and the speed limit for most major roads in the U.S. and Europe. Its digital elevation maps show you shaded contours at higher zoom levels giving you a big picture of the surrounding terrain. With the 1350 s enhanced user interface you can slide your finger to conveniently scroll between screens. You also can upload custom points of interest POIs . And with HotFix satellite prediction n vi calculates your position faster to get you there quicker.   Go Beyond Navigation   Navigation is just the beginning. n vi 1350 saves you gas and money with ecoRoute a green feature that calculates the most fuel-efficient route tracks fuel usage and more. The 1350 includes many travel tools including JPEG picture viewer world travel clock with time zones currency converter measurement converter calculator and more. With photo navigation you can download pictures from Garmin Connect Photos and navigate to them. It s also compatible with lifetime traffic alerts receiver purchase required . With its Where Am I emergency locator you always know your location. Simply tap the screen to get your exact latitude and longitude coordinates the nearest address and intersection and the closest hospitals police stations and fuel stations. The 1350 features Garmin Lock an anti-theft feature and is compatible with our free Garmin Garage where you can download custom custom voices and vehicles. Enhance your travel experience with optional plug-in microSD cards.   What s in the Box   n vi 1350 Preloaded City Navigator NT North America U.S. and Canada  Vehicle suction cup mount Vehicle power cable and Quick start manual   Compare all Garmin n vis    Click the button below to compare by series user type and features.             Visit Garmin.com at   https www8.garmin.com support download.jsp   to get the latest firmware updates for your n vi to keep it current and performing at its best.,4.8 x 2.9 x 0.6 inches,http://ecx.images-amazon.com/images/I/41Nhoak5RKL._AA300_.jpg,4.8 ounces,1 pounds,,"<ul><li>Widescreen ultra-slim GPS design with 4.3-inch WQVGA touchscreen display</li> <li>Pre-loaded with City Navigtor NT maps for North America, including more than 6 million name-searchable points of interest</li> <li>Pedestrian navigation capability enabled through optional CityXplorer maps</li> <li>Public transit mode allows you to navigate using buses, tramway, metro, and suburban rail systems</li> <li>Turn-by-turn directions with spoken street names</li> </ul>"
69,http://www.amazon.com/DYMO-Cartridge-Electronic-Label-Makers/dp/B000H9XBK0/,B000H9XBK0,DYMO,,Labeling Tapes,Office Electronics Accessories,,,DYMO D1 Tape Cartridge for Electronic Label Makers 1 2w Blue on Clear,,19.21,,GL08 Old Page - 1103 Global Product Type - Labels Label Color s - Clear Label Size - text - 1 2 x 23 ft. Label Type - Multi-Use,,Durable scratch- and chemical-resistant. Easy-peel split-back makes separation of label backing a snap .  DYMO 45011.,3.5 x 2.3 x 0.8 inches,http://ecx.images-amazon.com/images/I/41tlLY5qweL._SL500_AA300_.jpg,6.4 ounces,1.1 pounds,,"<ul><li>GL08 Old Page - 1103</li> <li>Global Product Type - Labels</li> <li>Label Color(s) - Clear</li> <li>Label Size - text - 1/2"" x 23 ft.</li> <li>Label Type - Multi-Use</li> </ul>"
70,http://www.amazon.com/Digital-Camera-Wrist-Strap-Combo/dp/B000LGCQXC/,B000LGCQXC,Quantaray,22-204-5338,,,,,Digital Camera Neck and Wrist Strap Combo,19.99,8.99,,Multiple Colors Two Sizes for Neck and Wrist,,Includes 5 neck and 5 wrist straps in assorted colors  Will fit virtually any camera cell phone or PDA  Durable secure and comfortable design,,http://ecx.images-amazon.com/images/I/31JXF17KQ5L._SL500_AA300_.jpg,2.1 ounces,1.6 ounces,,<ul><li>Multiple Colors</li> <li>Two Sizes for Neck and Wrist</li> </ul>
71,http://www.amazon.com/Crystal-Clear-myTouch-Protector-T-Mobile/dp/B005I55SSQ/,B005I55SSQ,Avant Products,,Covers Skins,Cases Covers,,,Crystal Clear - HTC myTouch 4G TPU Protector T-Mobile,,,,TPU Thermoplastic polyurethane is an advanced polymer with great resistance to scratches grease and oil while maintaining a level of elasticity and transparency. Protection Shield your mobile against nasty abrasions impacts water damage and the elements Design The slim and lightweight design fits any lifestyle. Port Accessibility Avant Products mobile cases are specially designed for full access to all of your mobile s exterior functions. Dependability A snap to install onto your mobile literally you snap it on and fits snugly.,,Let your glorious HTC myTouch shine it all its natural splendor. TPU cases are functional and highly transparent for those that love the sleek design of the natural mobile but care to protect its delicate features.,,http://ecx.images-amazon.com/images/I/31CucdXz9KL._SL500_AA300_.jpg,,2.1 ounces,,"<ul><li>TPU: Thermoplastic polyurethane is an advanced polymer with great resistance to scratches, grease, and oil while maintaining a level of elasticity and transparency.</li><li>Protection: Shield your mobile against nasty abrasions, impacts, water damage, and the elements!</li><li>Design: The slim and lightweight design fits any lifestyle.</li><li>Port Accessibility: Avant Products mobile cases are specially designed for full access to all of your mobile's exterior functions.</li><li>Dependability: A snap to install onto your mobile (literally, you snap it on) and fits snugly.</li></ul>"
